GENE	ES_A549
LTF	-0.68
FBXO6	-0.49
PLK1	0.34
TSSK3	0.36
LOC441971	-0.62
MDH1B	-0.5
RCHY1	NA
ICAM3	NA
STK36	NA
LOC440945	-0.46
ZNF124	NA
MMP16	NA
POLR2E	0.34
STX2	-0.5
H2AFX	NA
RAB11FIP3	NA
WNT5A	-0.63
AKAP8L	-0.72
PCDHB6	NA
FSTL3	NA
MMP15	-0.5
MCTP2	NA
COMP	-0.51
EXOSC8	-0.77
OR5M1	-0.71
BDP1	0.6
NRP2	-0.66
PLCB4	NA
ADRB2	NA
RNF149	0.4
SLCO1B3	-0.6
F11	-0.56
VPS72	-0.52
P4HA3	-0.77
PEA15	0.33
RPS6KA3	0.31
CEBPB	-0.42
COL9A2	NA
DAPP1	-0.5
AGT	0.45
PCDHA7	-0.64
LASS2	-0.6
CYP2U1	NA
RASA1	-0.23
NR1I3	-0.53
FBXO3	0.52
TBN	-0.45
TM9SF2	-0.46
OR52B2	-0.52
VAX2	-0.62
USP37	0.3
MTFMT	-0.66
RAD23B	-0.53
C4BPB	-0.77
ALG13	-0.4
UCP3	-0.7
ATF7IP	-0.77
F13A1	-0.43
OR51F2	-0.76
RNF148	-0.65
INPP5F	-0.65
SLCO2B1	NA
FPGS	-0.65
ATP8B3	NA
LOC402199	-0.39
TAPBPL	-0.59
MSRB3	-0.77
B3GALT1	-0.49
SGSH	NA
PAX4	0.3
HPS6	-0.5
TCF19	-0.55
EPHA6	-0.43
JARID1A	-0.58
OR52A5	-0.64
PTGDS	0.28
FLNB	-0.35
SYT11	-0.39
GALT	-0.53
GRHL2	NA
PRSS27	NA
MKRN4	-0.46
CNGA3	NA
HIF1A	0.32
PHACTR2	-0.58
ZNF626	-0.77
DDX17	-0.76
TAKR	-0.66
TAS2R60	NA
LOC441759	-0.42
TAF1B	-0.59
KCNA6	0.6
LIN28	-0.46
PCDHGA2	-0.52
ZNF75A	NA
KLF1	-0.65
NCOR1	-0.63
AK1	NA
SNF1LK2	-0.63
RNASEN	-0.73
FLJ37440	NA
FCAMR	-0.32
LOC51149	NA
PPM1E	NA
C12ORF49	0.55
OAS1	-0.53
ZKSCAN4	NA
DUSP9	0.64
NPTN	-0.66
NPHS1	-0.63
AHCTF1	-0.7
ACVR2B	-0.24
EIF4EBP3	NA
ITGA11	-0.71
PIK3R1	-0.42
PCDHA11	-0.64
CR1	0.35
SLC28A2	-0.47
ZP4	-0.7
PHF6	NA
CECR5	NA
S100A1	0.59
LGALS9	-0.56
CHST3	-0.36
PLCD3	-0.38
LOC441047	NA
CABP4	0.36
ZNF30	0.54
CSF1R	NA
MARK2	0.37
GAL3ST3	0.32
C2ORF3	-0.69
PCDHGC5	-0.27
MLL2	-0.37
C3AR1	0.53
SHC1	-0.65
RAX	-0.5
MDH1	NA
RGS3	NA
PTPRV	-0.64
CASD1	0.4
PPP1R2	-0.44
LMBRD1	-0.52
ACOX3	-0.76
QRSL1	-0.77
PLOD1	-0.43
IL6	NA
TTBK2	NA
SLCO1C1	-0.53
BHMT	NA
ZHX3	0.54
GSC	-0.74
FMO4	-0.77
LRIG1	NA
OR3A2	-0.49
SEZ6L2	-0.77
PSMB7	-0.67
GNB4	NA
LEFTY1	-0.26
SERPING1	-0.54
SPG7	-0.48
SHANK2	-0.58
SERPINB10	-0.45
POLA2	-0.47
LANCL1	-0.77
SIRPA	-0.5
GALNTL5	NA
OXSR1	-0.61
CEP250	-0.58
PAWR	-0.54
LOC391761	0.6
ITIH1	-0.63
NDUFS3	-0.7
RDHE2	0.54
LGR6	-0.5
CNTN2	-0.8
MMP8	-0.53
BTN3A2	-0.43
PRKCQ	-0.6
LOC138932	NA
KIAA1303	-0.51
KCNJ2	NA
TRIM40	-0.57
SLC2A7	-0.37
CD24	NA
ADCY1	-0.76
SLC19A3	-0.47
KLK6	0.44
TFIP11	-0.73
UIMC1	-0.58
NPM1	-0.77
ITGB8	-0.64
SERPINA13	NA
RPTN	0.4
REV3L	-0.36
PVALB	-0.52
GLTSCR2	NA
PSMD9	-0.68
AMH	-0.43
GABARAPL2	0.4
PMVK	0.6
IL3	0.48
ADAMDEC1	-0.63
ABCB4	-0.35
FAF1	0.35
MCM7	-0.57
SLC22A12	0.34
ABHD10	NA
PARL	-0.62
LCORL	-0.39
ZP3	NA
C8G	NA
LOC345576	-0.5
MPI	0.54
MED6	0.53
GARS	-0.45
SLC18A3	-0.56
HBG1	-0.75
FUSIP1	-0.55
GRID1	NA
VIL1	-0.61
BMP15	-0.29
LOC442313	-0.39
MCF2	-0.77
DNASE1L1	0.42
NDST4	-0.55
FAHD1	-0.56
TLX2	0.46
PLXND1	0.31
CNTN4	NA
SLC25A43	NA
SLC41A3	0.59
CBX4	0.47
MGAT4C	-0.48
STX12	-0.43
PRDM5	-0.44
TGFBRAP1	NA
EXOC3	-0.48
TSHZ2	-0.49
TEX14	NA
PLS1	NA
ENPP1	-0.77
OR1N2	-0.48
PCDHGA9	-0.61
HTR5A	NA
MAML1	-0.5
TRIB3	0.38
ITCH	0.59
RPAP1	-0.67
RNASE4	NA
FCN2	0.47
TRIM10	NA
HOXB2	-0.36
OR51V1	-0.36
IL17A	0.54
C2ORF49	0.28
HFE	-0.61
RHAG	-0.45
RASAL2	0.44
IFNE1	NA
ACADSB	-0.52
NARS	-0.39
KCNJ12	NA
HES4	0.59
PTPN11	0.3
ARHGEF15	-0.66
AP1B1	-0.51
INPPL1	-0.55
HNRPDL	-0.67
OR1S1	-0.67
LTB4DH	-0.77
DCT	-0.4
SSH1	-0.55
DNAJB9	-0.5
PEPP-2	-0.52
MYH7	NA
TASP1	-0.56
PPP2R2A	-0.71
PSMC5	-0.58
SERPIND1	0.54
F25965	0.54
PRRG2	-0.57
HRB	-0.61
DES	-0.77
ZNF689	-0.56
MRPS21	-0.6
CYP51A1	-0.49
LILRB2	NA
SEPX1	0.5
DAZ2	-0.37
NUCB1	-0.56
ACACB	-0.45
ARHGEF3	NA
ETV7	-0.46
MFAP1	-0.48
CAPN10	NA
MBD3	-0.66
ALG5	-0.61
TBX15	-0.61
GJA10	-0.8
EPHA10	NA
C21ORF66	NA
PPP6C	0.54
EHBP1	-0.58
CPA1	-0.53
AQP8	-0.51
ZNF205	NA
EXOSC3	-0.51
LOC283247	-0.58
SLC25A21	0.59
PCYOX1	-0.6
PHF13	-0.78
DDX50	NA
MYCBP2	-0.5
A2M	-0.65
ABCD4	0.38
LOC202227	-0.38
ETNK2	-0.83
LRCH4	NA
RFPL1	NA
ALDH1A1	0.54
ZNF678	NA
GREM1	-0.44
DCLRE1B	-0.73
ZNF589	-0.74
SLC7A5P1	-0.4
IL12B	0.34
LOC441333	-0.4
GRB7	-0.46
SIGLEC7	-0.47
TSPAN17	0.42
SLITRK4	-0.64
TRAPPC1	-0.28
GAD2	NA
ATE1	-0.63
ERCC4	NA
KIAA1446	NA
TESSP2	-0.57
ZNF552	-0.6
IL23R	-0.61
CALR	-0.54
PLAGL1	NA
ADAMTS6	-0.61
PRDM14	NA
EPM2A	-0.42
KPNA3	NA
RPA3	-0.45
LOC440355	-0.63
PRLR	0.36
BMX	-0.51
HMG20B	-0.7
EPHB6	NA
CCNG1	-0.73
USP9X	-0.35
CNOT7	-0.47
DHRS2	NA
MAS1	-0.51
CASC1	-0.62
FARSB	-0.54
PAQR3	-0.39
TPCN2	0.32
LARS	-0.49
ALDH2	-0.62
STK32A	-0.65
MAP4K2	-0.61
RNF183	-0.45
FGF2	-0.77
STK16	-0.74
CTSL1	-0.55
NPSR1	0.37
PDE4D	0.47
ZNF133	-0.45
USP18	-0.47
LTBP3	-0.47
GDF5	-0.46
LOXL1	-0.65
HOXA7	-0.58
SF4	NA
CDKN2A	-0.65
XRN2	NA
RNF111	NA
ZNRF1	0.53
CD47	-0.77
ULK2	NA
IL15	-0.83
CNBD1	-0.73
NUP205	NA
CALCRL	NA
FMR1	0.65
PCDHA8	-0.56
RAB8A	0.49
MYBPH	NA
NEU3	-0.8
MED25	0.51
MKL1	0.34
ALAD	NA
CHRNA7	0.42
XYLT2	-0.58
IL9	-0.61
IFT57	-0.68
RSAD1	-0.69
ZNF313	NA
ZADH1	-0.62
RNF139	-0.52
USP21	-0.48
IFNGR2	-0.5
CAMK2D	0.53
KIR2DS2	-0.77
UGCGL1	-0.36
SLC22A9	NA
SALL4	0.53
PJA1	-0.48
PCSK4	-0.47
DLEU1	-0.77
GCHFR	-0.54
MMD	-0.53
NRG1	-0.55
FLJ10815	NA
SEMA3F	-0.71
LRRK1	NA
CRHR1	-0.53
SEPHS2	-0.62
ADH5	-0.54
PBK	NA
CDK5RAP1	-0.44
SGCA	0.31
CARM1L	-0.53
POU5F1	NA
ANGPT1	-0.61
SCN4A	-0.67
TGM4	-0.52
AHR	-0.49
SFN	-0.62
SMA4	NA
DDX23	NA
NUMBL	-0.38
RANBP9	-0.76
CD96	-0.56
PAQR7	-0.43
JUP	-0.46
MORC3	-0.59
CHUK	-0.58
RXRA	0.28
DNAI1	NA
WARS2	NA
BRP44L	NA
LOC441655	0.53
ATP5B	NA
GRB2	-0.62
DOCK2	-0.74
KLK11	NA
ZNF281	-0.33
POLR1D	0.41
PZP	-0.76
CD109	-0.47
GGA2	-0.53
TRIM14	NA
PPAPDC1B	0.53
GALNTL2	0.31
ZNF165	-0.61
FZD1	-0.53
COLEC10	-0.57
REL	-0.76
ASH1L	0.43
GGTLA4	-0.41
SLC35B4	-0.55
PTTG1	NA
PAX3	0.53
ALS2CR2	-0.76
SSR2	0.32
ZNF765	-0.31
CDAN1	0.36
ATG4C	-0.72
CSDC2	0.52
HRH2	-0.69
CCL27	NA
CACNG8	NA
FRMPD2	0.39
DYRK2	NA
MTMR8	0.46
STK24	-0.73
C10ORF97	-0.71
EPHA5	-0.49
RTP1	0.41
HNRPUL1	NA
CSPG5	-0.55
TGFB1	-0.52
CLEC2D	-0.68
APLP2	-0.3
CAPN7	0.42
SNX17	-0.67
TMF1	NA
ZNF529	-0.72
RNASE10	-0.56
RNF123	-0.49
CAPN11	NA
ST8SIA2	-0.73
ADARB1	-0.34
ABCC8	-0.38
SGCB	-0.5
OR6S1	NA
ACAD9	-0.44
RAB4A	0.58
FLJ22028	NA
GDF10	0.53
INA	NA
GPRIN1	-0.32
TNIP1	-0.48
MYL9	-0.45
SMURF2	-0.53
PPARD	-0.48
UBTF	0.27
STK33	-0.57
PAICS	-0.65
GDF9	-0.57
S100A3	-0.37
CTGLF2	-0.43
PPARG	-0.61
TUSC3	0.3
LOC389907	0.42
LST-3TM12	0.53
DUSP18	-0.49
COL7A1	-0.57
ATG4A	-0.54
CHAF1B	-0.48
SERPINC1	NA
FBXO8	-0.53
RASGRP4	NA
ZNF483	-0.74
PRDM8	-0.76
TREM2	NA
DEF6	NA
GIMAP5	-0.72
SYT14	-0.68
HLA-DRB3	-0.53
ENY2	-0.76
AXIN1	-0.52
DGKH	-0.53
GARNL1	NA
TNFSF15	NA
HSD11B1	-0.57
VAT1	-0.46
CTNNBL1	-0.57
TNFSF4	-0.49
PPAPDC2	NA
ARHGEF10	NA
KIAA1344	-0.66
TNFSF9	NA
CUGBP1	-0.58
TIRAP	-0.54
LOC442428	-0.61
HMX1	0.64
ARHGAP9	-0.47
ZNF134	-0.55
CX3CR1	-0.49
INSM1	0.48
PNPO	NA
TAS2R5	-0.76
TBC1D8B	-0.57
ZNF254	-0.32
LRP10	NA
TLK2	0.41
ALDOB	-0.57
ZNF398	-0.55
BARX1	0.52
APEX1	-0.44
EHD4	NA
ZNF583	-0.51
CCRL2	-0.61
C9	-0.63
LOC256374	NA
MTX1	-0.76
EREG	-0.72
ARPP-21	-0.66
SDCCAG10	NA
S100Z	NA
GANC	0.43
TAF1	0.34
TRAFD1	-0.72
UBQLN4	0.57
GSTZ1	NA
SUV39H2	NA
PCDHB7	0.52
FBXO11	-0.59
ARHGAP15	0.36
CALM1	0.51
PDE7A	-0.4
CD99	0.38
F7	-0.49
ST6GALNAC1	-0.74
OR4C11	-0.76
PHKB	-0.66
DEFB4	-0.57
FOXR1	NA
AMDHD2	NA
HLCS	-0.72
HSP90AB1	-0.55
IFNA6	-0.57
APOB48R	0.52
KCTD9	-0.49
FBXO21	-0.61
SENP5	NA
ODC1	0.44
PURA	0.5
TTR	-0.5
RGL3	NA
KIR2DS1	0.48
MAP3K9	0.31
ZSCAN16	0.52
EGFL8	-0.73
PTPN2	-0.52
LOC392226	0.51
KLK1	-0.3
MYPN	-0.39
TAS2R7	-0.52
ZNF140	NA
PKIA	-0.45
TUBB3	-0.76
AP1S2	-0.49
WNT9B	0.38
PARP14	NA
CREB3	0.39
EMX2	-0.49
RASSF2	NA
P2RY12	0.32
ITGB3	0.52
ROBO4	-0.5
WIPF1	0.47
ADAM17	-0.53
SMA3	-0.56
KCNJ16	-0.71
ITGB1	0.37
AGTRL1	-0.76
C14ORF143	-0.49
HOXC5	-0.6
WIPF2	-0.57
GLIPR1L1	-0.64
HPS3	0.33
KCNT2	NA
LPO	-0.76
METRN	0.52
STYXL1	0.39
DDAH1	-0.62
PLSCR2	-0.66
LALBA	0.52
FBXL12	0.51
SHMT2	0.45
IFNA2	-0.59
SENP6	-0.57
PHF20	0.3
LIPF	NA
PCDHGB5	-0.37
NR5A2	0.57
TPM3	-0.65
LAMB1	-0.41
CR2	-0.55
DNAJC6	0.51
LCP2	-0.46
BTF3	0.43
IFNA21	-0.32
CTH	-0.46
ANGPT4	-0.67
HDAC4	NA
GIT2	-0.58
RHBDL1	-0.53
DIABLO	NA
PGK1	-0.28
GHRHR	-0.62
MMP23B	-0.67
KCTD11	-0.57
AGTPBP1	-0.76
ZEB1	0.44
THOC4	-0.72
ARL4C	0.57
HECW2	-0.52
LOC389173	-0.38
HBG2	-0.46
ELAVL4	-0.54
NUCKS1	0.4
TRIM38	0.52
APOBEC3A	NA
ALDH8A1	-0.56
ITPKB	-0.55
SERHL2	-0.5
MEGF8	0.36
3-Sep	-0.59
ZNF263	NA
ZNF268	-0.69
PLA2R1	-0.68
AK3L1	-0.38
HLF	NA
SMOC1	-0.44
PKD1L2	NA
FKRP	0.32
SCUBE1	0.43
GLCE	-0.51
SDHDP7	-0.74
TDO2	-0.59
UFM1	NA
IRX3	-0.4
PRKCE	-0.42
ALOX12B	-0.62
PTGFR	-0.66
PAQR5	-0.76
ZNF212	NA
ATP5G2	-0.31
LOC344797	-0.31
LCN12	-0.37
SOAT2	-0.56
DHX38	NA
GOSR1	-0.43
CHES1	0.52
MPO	NA
ANKFY1	-0.76
PPP2R2C	0.49
HSF4	-0.52
GPRASP1	-0.54
POLR3H	NA
RNASEH1	-0.39
KIN	0.29
ABR	-0.61
SUCLA2	-0.39
TRIM37	-0.52
DIDO1	-0.65
COMT	-0.72
DDX6	-0.53
EDG4	0.52
PCDHGB7	-0.55
GAS7	-0.59
CDCA4	-0.68
RXRB	0.5
SIN3A	-0.58
MARVELD2	-0.73
MBD3L2	-0.62
RAD23A	-0.32
FKBP5	-0.33
DIRC2	-0.37
RHPN1	NA
ENTPD8	0.44
ORAOV1	-0.61
DPM3	NA
HAS2	0.52
RAB34	NA
POP4	-0.76
ZNRF4	-0.45
ZNF366	NA
ACTG1	NA
GJB6	NA
PCCB	0.4
PREP	NA
PGR	NA
ACOT4	NA
ZNF138	-0.55
TNFSF18	-0.5
LMO2	-0.67
PRDX2	-0.54
NEDD4L	0.52
HNRPA0	-0.46
RAB40B	0.46
KCNS1	-0.76
RTP2	-0.64
ISL1	NA
NADK	0.46
NOS3	0.48
ABO	0.46
SYT15	0.51
CYP2B6	0.38
IMPG1	-0.59
USP29	-0.76
LSM10	0.46
IL18R1	0.57
LGALS1	-0.59
CEBPG	0.32
C1ORF103	NA
RHOV	NA
SMC1A	-0.52
CALM2	-0.58
NDUFA11	-0.59
LCN10	-0.65
ZNF434	-0.31
NF1	-0.42
TLR1	-0.47
KCNIP1	NA
HLA-DMA	NA
LOC402201	0.52
CPT1B	0.31
CASP3	-0.38
ENPP4	-0.76
WWTR1	NA
NMRAL1	-0.45
CTDSP1	0.4
ZFP28	-0.5
ZNF792	NA
UBE2M	-0.59
PPFIA4	-0.72
GLYCTK	-0.65
UMODL1	-0.68
CLEC3B	-0.46
GAMT	0.24
RNF113B	0.43
GLT25D1	0.52
BCL2L14	0.42
STAM	-0.59
EBPL	-0.38
NPBWR2	0.49
PLSCR3	0.5
HAGHL	0.44
ROD1	-0.74
DDR2	-0.75
SCN1A	-0.56
PHACTR3	0.34
GNE	-0.46
PIP5K2C	0.51
STEAP3	-0.58
SH3GL1	NA
HS3ST4	0.35
OPN4	-0.76
MEP1B	-0.59
ZNF545	NA
UNQ1887	0.34
PPP1CC	0.39
TSC22D4	NA
PCYT1A	NA
TGM6	0.51
NDUFA1	-0.52
MAP2K2	0.5
SCN9A	-0.67
TFAP2D	-0.55
ZNF25	-0.74
CAPSL	-0.59
TAS2R46	-0.4
SLC5A7	-0.43
B4GALNT3	-0.42
ITGB6	-0.59
ITGA4	NA
OR8S1	NA
CDA	-0.51
TOPBP1	-0.71
FREM1	-0.55
TNFRSF21	0.37
NPY5R	-0.68
SLC39A6	-0.64
ENTPD1	0.46
PPP1R12C	-0.49
THBS1	-0.54
WFDC10A	0.5
ADAMTSL4	-0.49
RAB37	-0.53
UXS1	-0.71
CREB3L3	-0.43
CBLB	NA
SLITRK5	-0.54
NLK	-0.47
ADH1C	-0.47
KCNN3	-0.67
RHBDD3	0.49
ENPP2	-0.44
WARS	-0.56
SGPL1	-0.58
LOC345829	-0.66
PLEKHG3	-0.5
MASP2	-0.76
PTK2B	0.52
PEF1	-0.35
JAM2	-0.6
SNRPN	0.45
GP1BB	0.29
SNRK	-0.46
NHLRC1	-0.53
CD180	-0.63
CDC2L6	-0.64
FUBP3	-0.73
ARTS-1	-0.73
CHST10	-0.39
COPA	-0.76
RECK	-0.5
CS	-0.7
RBM12	-0.65
VARS	-0.26
PSKH1	-0.43
TMED5	-0.5
OPN3	-0.44
UBXD6	NA
RP9	-0.6
SNRPB2	-0.49
GPR89A	-0.57
BSND	NA
SPARC	-0.58
OGFOD2	0.38
DHX16	NA
UGT2B10	0.31
PLA2G6	0.56
SPHK1	-0.63
USP22	0.37
PQWD	NA
NEB	0.26
PARP12	0.51
PRDM2	-0.42
PEX1	NA
PPM1H	NA
DNAJC12	NA
DHX34	0.62
INHBE	-0.54
CCDC126	0.38
ZNF334	0.38
HPD	-0.74
PRSS7	-0.5
RBM10	NA
OR2S2	-0.54
CCND1	-0.59
PDIA5	NA
EPS15	-0.72
FGFR4	NA
NCOA6	-0.78
EPHB3	-0.59
IL1F8	-0.5
SIX3	-0.46
LOC285563	-0.53
ADIPOR1	-0.46
SPEN	0.39
LILRB3	-0.79
LASS5	0.43
PPIG	0.45
IMPG2	-0.56
DIRAS2	0.51
NFIB	NA
LOC390641	0.41
GFRA3	0.3
TRIB1	-0.69
DNAJA2	0.37
ADAMTS2	-0.39
TREM1	0.51
ULK4	-0.51
SIRPB2	-0.73
ITGB5	NA
DPYSL5	-0.71
RTKN	-0.31
PASK	-0.33
CAB39	-0.76
LAMC2	-0.51
HBEGF	-0.47
SELP	-0.39
BIRC3	0.51
ACSL3	NA
METTL2B	-0.79
LOC391025	-0.34
ACLY	-0.41
ACTN1	NA
EN2	0.45
SOD1	NA
MMEL1	-0.63
LCN1	-0.35
GIMAP2	-0.76
ZNF667	-0.47
FNTAL1	0.51
GNB5	-0.67
RBM26	-0.73
TOR1A	0.37
ZBED1	NA
E2F1	-0.26
GTPBP2	-0.36
AADAT	-0.43
RAPGEF4	-0.76
LETM1	-0.55
KLF16	0.44
BAG2	-0.65
PHEX	0.29
CD3G	-0.69
ARHGEF2	NA
TAF11	-0.36
LOC375108	-0.58
ATP2C2	NA
KLK9	0.43
CD3D	-0.69
HK3	-0.35
GRB14	NA
NFE2L1	-0.58
ELA2	0.56
S100A12	-0.58
SLC25A17	-0.79
FAT3	0.34
FGF14	NA
S100A11	-0.68
PTPN7	-0.35
WDR18	0.48
IDH3G	NA
GPI	-0.72
AKAP11	-0.64
ZNF295	NA
GPX7	-0.75
RGS1	-0.6
PPP3R1	-0.62
STUB1	NA
PTPN13	-0.6
PRSS21	0.49
STRAP	-0.56
PECAM1	-0.64
VWF	-0.54
GPR175	0.48
PCDHA1	-0.75
LOC283801	-0.72
OR2T1	0.35
MKNK2	-0.51
PSAP	-0.69
FARS2	NA
ATP1B3	NA
SFTPA1	0.51
LY96	-0.75
ZSCAN18	NA
ZNF193	-0.73
PPM2C	-0.25
CASP5	NA
FUT3	0.56
MTHFD1L	-0.6
LOC392275	-0.45
NLGN1	0.3
CASP8AP2	-0.59
RFX5	-0.41
SFRP4	NA
C14ORF29	-0.67
LOC399761	-0.44
LOC387702	NA
MTNR1B	0.38
RFWD3	-0.61
PMS2	0.29
IGFBP6	NA
KSR2	-0.59
TSSC4	0.37
PARP15	-0.47
ZNF566	-0.66
HN1L	-0.75
PDC	-0.69
OR3A3	NA
MMRN1	NA
L3MBTL4	-0.51
OR1D2	-0.72
MAP3K6	-0.7
KCNN1	-0.75
NEK11	-0.43
PRKG1	NA
IL4	-0.42
CCDC93	-0.5
SLC27A4	0.55
DRD4	-0.75
SLC9A10	NA
FANCG	-0.57
SLC11A2	-0.44
RPS6KA6	-0.65
MMP21	-0.64
ABHD1	-0.51
CCRN4L	0.43
HHAT	NA
FGB	NA
TCF12	NA
ECE2	-0.57
DCLRE1C	-0.6
CNR1	0.41
PDIA2	0.5
POLR2F	NA
EDG5	-0.69
TAT	-0.68
PSMA4	0.37
TPTE	NA
CTNS	-0.51
CLCA4	-0.75
RPP38	-0.51
ATP6V0D2	-0.66
SMARCAD1	-0.53
CYP3A4	-0.41
NYX	-0.67
EPHA7	-0.71
ADAM10	0.5
LHB	NA
ACSL4	-0.5
KERA	-0.32
PARC	-0.57
RUFY1	-0.48
SEMA3G	-0.46
CXXC6	-0.62
SPINK7	-0.62
LOC442022	0.44
ABCA7	-0.75
OR6A2	-0.74
CDH22	-0.55
PADI4	NA
MYO18A	-0.49
POU3F3	NA
RIOK2	-0.75
CDH6	-0.41
RFWD2	-0.61
CTHRC1	-0.46
PPIF	0.31
EPX	-0.66
TBL3	-0.74
FAU	-0.7
C9ORF77	NA
EFNA4	-0.48
TRHR	-0.52
GALNT12	0.44
SEMA3C	-0.72
CLEC4A	-0.4
PRIC285	-0.64
PDE4DIP	-0.46
OTUD7A	-0.53
TRNT1	-0.57
CYTL1	0.5
SLC35A5	-0.45
RHOH	-0.52
SLC1A5	-0.41
HMGN2	-0.52
MET	-0.36
GYPC	NA
BAG1	NA
KCNIP4	0.25
LPPR2	-0.42
PRDM11	0.46
TSKS	-0.41
SLC23A3	-0.43
LOC441128	-0.5
REEP2	0.61
KCNJ15	NA
TNNT2	0.35
MACF1	NA
PABPC4	-0.43
PBLD	-0.75
SLC10A4	-0.74
SLC35E2	0.48
ERP29	NA
GNAS	NA
PRPSAP2	NA
PPIC	-0.57
RABGAP1L	-0.45
ATP1A3	NA
AP1G2	-0.53
PTPRR	0.55
KLK5	0.47
ALG1	NA
SP8	NA
GRM3	-0.58
STAMBPL1	-0.39
PTPN20B	-0.47
UBE2E3	-0.43
SSBP3	-0.45
LMTK3	-0.52
UBE1DC1	-0.55
ACSL5	0.5
SERPINB6	-0.5
PSMD8	-0.53
GGTLA1	-0.64
SYT1	-0.66
PI4K2B	NA
RNF113A	-0.6
NTF3	-0.56
ESX1	-0.52
ST8SIA4	NA
CFL2	-0.54
OSGEPL1	-0.65
PRKAB2	0.4
HDHD3	NA
PAOX	-0.46
ASPA	0.5
MXD3	0.52
LOC440606	-0.69
IRF7	0.52
DVL2	-0.29
NPHP1	-0.34
ADORA3	-0.34
MC3R	0.5
SLIT3	0.4
HMX3	0.53
MOBKL2A	-0.48
ZNF687	-0.66
CDK8	-0.75
SNAI1	-0.67
TRIM27	NA
PCBP1	NA
DMBX1	0.5
KCNJ14	NA
AZIN1	-0.62
CITED1	-0.58
NFIL3	-0.56
LEPROT	0.52
PRF1	NA
PSMA7	-0.46
LRP3	0.32
KCNT1	-0.75
TIA1	-0.46
SLC35E1	-0.47
ENPEP	-0.69
NOTCH3	0.42
MEOX1	-0.4
LOC390877	-0.46
PFKFB3	-0.43
SYNPR	-0.45
SLAMF6	-0.72
USP26	0.42
FAM131B	-0.64
GPR156	-0.58
NR4A2	-0.82
RG9MTD1	NA
PCDH7	-0.57
LOC402434	-0.36
SEC24C	-0.58
SLC17A7	-0.47
CHAT	-0.61
MAOA	-0.67
OR56B1	-0.57
EFHA2	-0.78
ACP6	NA
PEPD	NA
ZRSR2	0.34
RABGGTB	-0.49
KCNH8	NA
MTAC2D1	0.5
ZNFX1	-0.62
ABCC5	-0.36
MX2	-0.54
MKKS	NA
C3ORF26	0.36
C13ORF24	-0.48
B3GNT6	NA
UCK2	-0.36
DDOST	-0.41
LOC389069	-0.66
RBM15	NA
LOC442430	-0.64
NUMB	-0.75
ZNF558	-0.57
CYGB	NA
PLXDC2	0.5
EPC2	NA
HNRPA3	NA
GABRA1	-0.56
SLC35C2	NA
PDE8A	NA
DPP10	-0.7
ELTD1	-0.75
CBX6	-0.56
LHCGR	-0.58
PCYT1B	-0.54
MAPK8IP2	NA
ZNF235	-0.54
CHI3L1	-0.61
CNKSR3	NA
GPR18	-0.3
USP19	-0.39
TCEA3	-0.41
GNB1	NA
NUDT8	-0.6
MOXD1	-0.74
DCTD	-0.58
HSPB2	0.55
OR1A2	NA
NANS	0.55
ADAM23	-0.4
GTPBP5	-0.43
PLCH1	-0.43
ADH6	0.31
GPR32	-0.54
TP53	-0.78
SLC5A1	-0.74
GLP2R	-0.5
USP31	-0.55
LOC284964	0.27
FSHR	NA
NAPE-PLD	NA
ALPK3	-0.5
FOXN4	NA
SCO1	NA
CYP4X1	-0.68
DDB2	-0.36
ZNF17	-0.48
LMO4	-0.43
PITPNM2	0.5
ELA2B	-0.64
DGKD	-0.75
AEBP1	NA
ZNF384	0.46
PIK3R4	-0.7
DFNB31	-0.4
CHRNE	-0.48
BCLAF1	-0.53
KRTAP13-4	-0.78
TEX101	NA
C17ORF75	-0.59
GPSM2	NA
JMJD1A	-0.67
COG2	-0.74
GAP43	0.46
ATP6V1E1	0.5
HLA-DOA	-0.48
LOC441410	-0.63
FCRL4	NA
TSHB	-0.5
FGF5	-0.42
GSK3A	-0.36
R3HDM2	-0.75
ZNF764	-0.64
SPTB	NA
STK25	-0.47
ZNF436	-0.67
DYRK3	-0.49
MRPL19	NA
PA2G4	-0.55
KHDRBS1	-0.73
CREB3L1	0.5
DDX52	-0.48
FCER2	0.46
OGDH	-0.5
MARCKS	NA
ZNF222	-0.42
GRHL1	0.54
RAPSN	NA
C12ORF24	-0.62
ANP32B	NA
FAM32A	-0.41
LRRFIP2	NA
A2BP1	-0.6
MAP2K4	NA
HNRPCL1	-0.65
GPR39	-0.65
S100A16	-0.59
GUCA2B	0.46
RFXANK	-0.32
LOC391807	-0.38
DNTT	-0.74
SHH	0.34
TRIM8	0.49
LIPT1	NA
PDHA2	NA
AFAP1L1	-0.8
MAX	NA
SLC25A27	NA
VCX3A	-0.39
PGBD1	-0.75
JPH3	0.54
ACOXL	NA
CBFA2T3	NA
MSL2L1	-0.67
PLXNB3	-0.64
OPA3	-0.56
DUSP7	NA
NUDT18	0.32
SERPINA4	NA
OR13D1	NA
LDB2	-0.75
PLA1A	-0.55
RHEB	-0.56
HTR2B	-0.63
SULT1B1	-0.63
CACNA1G	0.49
PIWIL1	-0.45
CRYBB2	-0.49
RASSF1	NA
CDADC1	-0.68
ARFIP1	-0.75
NAGPA	0.54
RAB20	-0.55
PARN	-0.66
GALNT11	-0.55
TSC22D1	-0.59
