pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez
IGF1R signaling cascade	221	85	3.34886548127356	0.339350180505415	0.623785356991821	ACTN2;AKT1;AKT1S1;AKT2;CALM3;CAMK2B;CSF2RB;DAB2IP;DUSP10;DUSP16;DUSP5;EGF;EIF4E;EIF4G1;ERBB3;FGA;FGF10;FGF23;FGF8;FGF9;FGFR1;FGFR2;FGFR4;FN1;FRS2;HRAS;IGF1R;IL3;IRS2;ITGB3;JAK1;JAK2;KIT;LAMTOR1;MAP2K2;MAPK3;MTOR;NCAM1;NRG1;NRG3;PAQR3;PDE3B;PDGFA;PDGFRA;PDGFRB;PPM1A;PPP2R5B;PPP2R5C;PPP5C;PRKAA1;PRKAB1;PSMA6;PSMB10;PSMB3;PSMB4;PSMC3;PSMC4;PSMD13;PSMD2;PSMD3;PSME1;PSME4;RAF1;RAP1A;RAP1B;RASAL1;RASGEF1A;RASGRP4;RPS6;RPS6KB1;SHC2;SOS1;SPRED2;SPTA1;SPTB;SPTBN1;SPTBN2;STRADB;THEM4;TRIB3;TSC1;TSC2;UBA52;WDR83;YWHAB
IKK complex recruitment mediated by RIP1	16	2	1.53439627455258	0.854460093896714	0.746171194613845	CHUK;TICAM1
Immune System	0	NA	NA	NA	NA	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0	NA	NA	NA	NA	
Import of palmitoyl-CoA into the mitochondrial matrix	0	NA	NA	NA	NA	
Inactivation of APC/C via direct inhibition of the APC/C complex	13	2	1.84193725852376	NA	NA	ANAPC5;BUB1B
Inactivation, recovery and regulation of the phototransduction cascade	27	3	2.09339294604861	0.664259927797834	0.701679454548276	CHURC1-FNTB;FNTB;GNGT1
Incretin synthesis, secretion, and inactivation	16	2	1.80777078446776	0.741275571600481	0.717318816047996	GIP;PAX6
Infectious disease	209	90	3.28041245859475	0.350180505415162	0.623785356991821	ANTXR1;ANTXR2;AP2A2;ARF1;ATP6V1H;CCNH;CD4;CDK7;CDK9;CHMP3;CHMP4A;CHMP5;CHMP7;DNAJC3;FURIN;GRSF1;GTF2A1;GTF2B;GTF2E1;GTF2F2;GTF2H3;KPNA2;KPNB1;NELFCD;NUP107;NUP155;NUP188;NUP205;NUP35;NUP37;NUP54;NUP62;NUP85;NUP88;NUPL2;PDCD6IP;POLR2A;POLR2D;POLR2H;POLR2K;PSIP1;PSMA4;PSMA5;PSMA6;PSMA7;PSMB11;PSMC3;PSMD11;PSMD12;PSMD13;PSMD2;PSMD3;PSMD5;PSMD9;PSME1;PSME4;RAE1;RAN;RANBP1;RANGAP1;RNMT;RPL13;RPL22;RPL24;RPL26;RPL31;RPL4;RPL7A;RPL9;RPLP0;RPLP2;RPS13;RPS2;RPS25;RPS3A;RPS5;RPS6;RPS8;SUPT16H;TAF2;TAF3;TAF4B;TAF6;TCEB1;TSG101;UBA52;VPS28;VPS37A;VPS4A;VPS4B
Inflammasomes	0	NA	NA	NA	NA	
Influenza Infection	100	5	7.42167764097302	0.0129107981220657	0.378971695166488	NUP107;NUP188;NUP205;RPL31;RPS3A
Influenza Life Cycle	96	7	7.54861376620331	0.0132890365448505	0.378971695166488	NUP107;NUP188;NUP205;NUPL2;RPL31;RPS3A;TPR
Influenza Viral RNA Transcription and Replication	92	5	7.34598693475015	0.0166112956810631	0.378971695166488	NUP188;NUP205;NUPL2;RPL31;RPS3A
Inhibition of adenylate cyclase pathway	14	2	3.21367322381081	0.522300469483568	0.632289716362594	ADCY8;GNAL
Inhibition of replication initiation of damaged DNA by RB1/E2F1	0	NA	NA	NA	NA	
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	13	2	1.84193725852376	NA	NA	ANAPC5;BUB1B
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	17	2	1.04454226569608	0.935769656699889	0.75252264577362	GNG2;KCNJ5
Initial triggering of complement	0	NA	NA	NA	NA	
Initiation of Nuclear Envelope Reformation	11	2	2.83695362453257	0.532418952618454	0.632375390851537	PPP2CA;PPP2R2A
Innate Immune System	0	NA	NA	NA	NA	
Inositol phosphate metabolism	37	2	2.55569293434396	0.523465703971119	0.632375390851537	INPP4B;ITPK1
Insulin processing	12	2	0.958214061335836	0.921780986762936	0.752326154722782	INS;KIF5A
Insulin receptor recycling	21	2	2.45507169094038	0.76341730558598	0.719786172501165	ATP6V0A2;ATP6V1G1
Insulin receptor signalling cascade	222	82	3.08573803995076	0.392298435619735	0.623785356991821	AKT2;APBB1IP;CAB39L;CALM1;CALM3;CAMK2A;CAMK2B;CNKSR1;CSF2RB;DAB2IP;DUSP16;DUSP4;FGB;FGF17;FGF20;FGF23;FGF3;FGF4;FRS2;GRIN2C;GRIN2D;HRAS;IL2RA;IRS2;JAK1;KIT;KSR1;LAMTOR3;MAP2K1;MAP2K2;MAPK1;MARK3;NCAM1;NEFL;NF1;NRG1;PDE3B;PDGFA;PDGFRB;PPP2CA;PPP2R1B;PPP2R5B;PPP5C;PRKAA1;PRKAB1;PSMA1;PSMA3;PSMA4;PSMA7;PSMB10;PSMB11;PSMB4;PSMC6;PSMD13;PSMD3;PSMD4;PSMD5;PSMD8;PSME4;PSMF1;RAF1;RAP1A;RAP1B;RASA1;RASA3;RASAL1;RASAL2;RASGEF1A;RASGRF1;RASGRP1;SHC2;SPRED2;SPTA1;SPTB;SPTBN1;SPTBN4;SPTBN5;STRADB;THEM4;UBA52;VCL;YWHAB
Integration of energy metabolism	77	2	4.0609584182505	0.221419975932611	0.570552940114229	ACACB;MLX
Integrin alphaIIb beta3 signaling	25	2	3.03471648110094	0.562206572769953	0.64508098322596	FN1;RAP1B
Integrin cell surface interactions	64	7	4.94584721738534	0.102286401925391	0.384245156985485	COL18A1;FBN1;ITGA6;ITGA8;ITGB1;ITGB3;TNC
Interaction between L1 and Ankyrins	27	2	5.95749619503609	0.0852713178294574	0.378971695166488	NRCAM;SCN1A
Interactions of Rev with host cellular proteins	31	2	6.07591812384921	0.0887185104052574	0.378971695166488	NUP188;NUP205
Interactions of Vpr with host cellular proteins	28	2	6.07591812384921	0.0887185104052574	0.378971695166488	NUP188;NUP205
Interaction With The Zona Pellucida	10	2	0.203819334007853	NA	NA	ADAM2;ZP2
Interferon alpha/beta signaling	51	2	6.24356481293506	0.0276774969915764	0.378971695166488	IRF5;STAT1
Interferon gamma signaling	60	4	7.99168269832449	0.0036101083032491	0.378971695166488	IRF5;STAT1;TRIM17;TRIM6
Interferon Signaling	136	23	6.5223636667978	0.0180505415162455	0.378971695166488	FLNB;GBP1;HLA-C;IFITM3;IRF5;ISG15;KPNA4;NEDD4;NUP188;NUP205;NUP210;NUPL2;OAS3;PPM1B;PRKCD;PTPN6;STAT1;TPR;TRIM17;TRIM29;TRIM3;TRIM6;VCAM1
Interleukin-1 signaling	31	2	2.4589704616239	0.543922984356197	0.642027550808368	CHUK;NOD2
Interleukin-2 signaling	197	81	2.97567723481148	0.415162454873646	0.623785356991821	AKAP9;APBB1IP;CAMK2A;CAMK2B;CNKSR1;DAB2IP;DLG4;DUSP16;EGF;EGFR;ERBB2;FGB;FGF10;FGF23;FGF6;GRIN2A;GRIN2B;HRAS;IL2RB;IRS1;JAK2;JAK3;KIT;KRAS;MAP2K1;MAP2K2;MAPK3;NCAM1;NEFL;NF1;NRAS;NRG1;PAQR3;PDGFA;PDGFRA;PDGFRB;PIK3R1;PIK3R3;PPP2CA;PPP2R5B;PPP2R5C;PPP2R5E;PSMA1;PSMA3;PSMA6;PSMA7;PSMA8;PSMB11;PSMB4;PSMB6;PSMB7;PSMC6;PSMD11;PSMD12;PSMD13;PSMD3;PSMD4;PSMD8;PSMD9;PSME1;PSME4;RAF1;RAP1B;RASA1;RASA3;RASAL1;RASAL2;RASAL3;RASGEF1A;RASGRF2;RASGRP3;RASGRP4;SHC2;SOS1;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;STAT5B;VWF
Interleukin-3, 5 and GM-CSF signaling	206	99	2.40293533075157	0.554753309265945	0.642778361174632	ACTN2;AKAP9;BLNK;BRAF;BTC;CBL;CNKSR1;CUL3;DAB2IP;DUSP10;DUSP16;DUSP5;DUSP7;EGF;ERBB2;ERBB3;EREG;FGB;FGF10;FGF2;FGF23;FGF4;FGF6;FGF9;FGFR2;FGFR4;FGG;FN1;GAB2;GRIN2A;GRIN2B;GRIN2D;HCK;IL2RA;IL3;ITGA2B;KBTBD7;KL;KRAS;KSR1;LAMTOR3;LYN;MAP2K1;MAP2K2;MAPK1;NCAM1;NF1;NRAS;NRG1;PDGFA;PDGFB;PDGFRA;PDGFRB;PHB;PIK3CA;PIK3CB;PIK3R1;PPP2R5E;PPP5C;PRKACA;PSMA1;PSMB10;PSMB7;PSMC4;PSMC6;PSMD13;PSMD3;PSMD5;PSMD8;PSMD9;PSME1;PSME4;PTPN6;RAF1;RAP1B;RAPGEF1;RASA1;RASA3;RASAL1;RASAL3;RASGEF1A;RASGRF2;RASGRP1;RASGRP3;RASGRP4;SHC3;SOS1;SPRED1;SPRED3;SPTA1;SPTAN1;SPTB;STAT5B;SYK;TEK;VAV1;VWF;WDR83;YWHAB
Interleukin-6 signaling	0	NA	NA	NA	NA	
Interleukin-7 signaling	10	2	2.52747873730484	0.706533776301218	0.717318816047996	IL7R;STAT5B
Interleukin receptor SHC signaling	193	74	3.35757551029469	0.336943441636582	0.623785356991821	ACTN2;BTC;CUL3;DAB2IP;DLG4;DUSP10;DUSP16;DUSP5;EGFR;ERBB2;ERBB4;EREG;FGF10;FGF23;FGF6;FGFR4;FGG;FN1;FRS2;GRIN1;GRIN2C;GRIN2D;IL2RB;IL3;IL5RA;JAK1;JAK2;KIT;KLB;KRAS;MAP2K1;MAPK1;MARK3;NCAM1;NRAS;NRG1;NRG2;PDGFA;PDGFRB;PIK3CA;PIK3CD;PIK3R2;PIK3R3;PPP2CA;PPP2R1B;PSMB10;PSMC5;PSMC6;PSMD1;PSMD13;PSMD2;PSMD4;PSMD5;PSMD8;PSMD9;PSME4;PTK2;PTPN6;RAF1;RAP1B;RASA1;RASA3;RASAL1;RASGRF2;RASGRP1;RASGRP3;SPRED2;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN5;VWF
Intraflagellar transport	38	2	3.59027560112389	0.529025191675794	0.632375390851537	IFT43;TTC21B
Intrinsic Pathway for Apoptosis	0	NA	NA	NA	NA	
Intrinsic Pathway of Fibrin Clot Formation	19	2	0.99002384065267	0.900249376558603	0.749362450230115	SERPINA5;VWF
Inwardly rectifying K+ channels	17	2	1.04454226569608	0.916666666666667	0.752326154722782	GNG2;KCNJ5
Ion channel transport	147	51	4.47492908243743	0.157641395908544	0.469109594904681	ANO1;ANO2;ANO4;ASIC4;ATP1A1;ATP1A2;ATP1A4;ATP1B1;ATP1B2;ATP2A1;ATP2A3;ATP2B4;ATP2C2;CLCA1;CLCA2;CLCN2;CLCN6;CLCNKA;FXYD1;GABRA1;GABRA5;GABRA6;GABRB1;GABRG2;GABRG3;GLRB;HTR3A;HTR3E;MCOLN1;NALCN;RAF1;RYR2;RYR3;SCNN1D;SRI;TPCN1;TPCN2;TRPA1;TRPC1;TRPC3;TRPC7;TRPM1;TRPM2;TRPM3;TRPM4;TRPM5;TRPM7;TTYH2;WNK1;WNK2;WNK4
Ionotropic activity of Kainate Receptors	0	NA	NA	NA	NA	
Ion transport by P-type ATPases	13	3	3.79086397752406	0.304239401496259	0.623785356991821	ATP1A2;ATP1A4;FXYD2
IRAK1 recruits IKK complex	0	NA	NA	NA	NA	
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	0	NA	NA	NA	NA	
IRAK2 mediated activation of TAK1 complex	0	NA	NA	NA	NA	
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	0	NA	NA	NA	NA	
IRAK4 deficiency (TLR2/4)	0	NA	NA	NA	NA	
IRE1alpha activates chaperones	47	7	1.49794865933625	0.815884476534296	0.738787848816076	ERN1;FKBP14;JMJD7-PLA2G4B;PDIA5;SEC31A;XBP1;ZBTB17
IRF3-mediated induction of type I IFN	13	2	4.89224745032432	0.167840375586854	0.49224047537441	PRKDC;TMEM173
Iron uptake and transport	31	2	2.26057370453687	0.664588528678304	0.701679454548276	ATP6V0A2;ATP6V1D
IRS-mediated signalling	219	80	2.77636435796235	0.464500601684717	0.623785356991821	ACTN2;AKT2;CALM3;CNKSR1;CUL3;DUSP16;DUSP4;DUSP7;EGFR;EIF4E;EIF4G1;ERBB2;ERBB3;ERBB4;FGF2;FGF20;FGF23;FGF3;FGF6;FGFR3;FGFR4;GRIN1;HRAS;IL3;IRS1;IRS2;ITGB3;JAK1;JAK2;KIT;KL;KLB;KSR2;LAMTOR3;LAMTOR4;MAPK1;MLST8;MTOR;NCAM1;NEFL;NRG1;PDE3B;PDGFA;PDGFRA;PDGFRB;PHB;PPP2R5B;PRKAA1;PRKAG2;PSMA1;PSMA5;PSMB10;PSMB11;PSMC6;PSMD1;PSMD11;PSMD5;PSMD9;PSME1;PSME4;PSMF1;PTPRA;RAF1;RAP1B;RAPGEF2;RASA3;RASAL1;RASAL3;RASGRF2;RASGRP3;RHEB;RPS6;RPS6KB1;RPTOR;SOS1;SPRED3;SPTB;SPTBN2;THEM4;TLN1
IRS-related events triggered by IGF1R	221	84	3.04070144350834	0.40072202166065	0.623785356991821	ACTN2;AKT1;AKT2;ANGPT1;BTC;CAMK2A;CAMK2G;CNKSR1;DAB2IP;DLG4;DUSP10;DUSP16;DUSP7;DUSP8;EGF;EIF4E;ERBB2;ERBB3;FGF10;FGF20;FGF23;FGF4;FGG;FRS2;IGF1R;IGF2;IL2RB;IRS2;ITGA2B;JAK1;JAK2;KIT;KLB;KRAS;KSR1;LAMTOR1;LAMTOR3;LAMTOR4;LAT;MAPK1;MAPK3;MLST8;MTOR;NCAM1;NF1;NRG1;NRG3;PDE3B;PDGFB;PDGFRB;PPM1A;PPP2CA;PPP2R5C;PPP2R5E;PRKAA1;PRKAB1;PSMA1;PSMB10;PSMB6;PSMD12;PSMD9;PSME1;PSME4;PTK2;PTPRA;RAP1B;RASA1;RASAL1;RASAL3;RASGRF2;RASGRP4;RHEB;RPS6KB1;SHC1;SHC3;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN5;STRADA;STRADB;THEM4;YWHAB
ISG15 antiviral mechanism	53	9	5.28891439076395	0.0822942643391521	0.378971695166488	ISG15;KPNA3;NUP107;NUP188;NUP205;NUPL2;PPM1B;STAT1;TPR
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	10	2	1.70089773639821	0.830985915492958	0.739574260943796	MAP2K7;MAPK8
Keratan sulfate biosynthesis	22	3	3.50530561794362	0.310469314079422	0.623785356991821	FMOD;KERA;ST3GAL6
Keratan sulfate/keratin metabolism	22	3	3.50530561794362	0.310469314079422	0.623785356991821	FMOD;KERA;ST3GAL6
Kinesins	0	NA	NA	NA	NA	
KSRP (KHSRP) binds and destabilizes mRNA	14	3	1.56757808246848	0.85093896713615	0.746171194613845	AKT1;KHSRP;MAPK11
L13a-mediated translational silencing of Ceruloplasmin expression	72	2	5.66713850175704	0.0892018779342723	0.378971695166488	EIF2S2;RPS3A
L1CAM interactions	0	NA	NA	NA	NA	
Lagging Strand Synthesis	16	2	1.72540494429027	0.825117370892019	0.739574260943796	FEN1;PRIM1
Laminin interactions	21	2	6.79936763244754	0.0305164319248826	0.378971695166488	ITGA6;LAMA5
Late Phase of HIV Life Cycle	94	2	6.07591812384921	0.0361596009975062	0.378971695166488	NUP188;NUP205
Leading Strand Synthesis	11	3	-0.493508619452624	0.996677740863787	0.766645397684284	PRIM1;RFC3;RFC5
LGI-ADAM interactions	13	2	3.86400593659085	0.291770573566085	0.623785356991821	ADAM22;ADAM23
Ligand-dependent caspase activation	15	2	1.84045684203284	0.7981220657277	0.729747058319346	CASP8;FAS
Ligand-gated ion channel transport	10	3	1.48114818549683	0.824189526184539	0.739574260943796	GABRA5;GABRA6;GABRG3
Ligand-independent caspase activation via DCC	0	NA	NA	NA	NA	
Lipid and lipoprotein metabolism	39	3	4.20951958841852	0.197352587244284	0.531127763727121	ABCG8;APOA1;P4HB
Lipoprotein metabolism	24	2	2.98121099067756	0.41395908543923	0.623785356991821	MTTP;P4HB
Loss of Nlp from mitotic centrosomes	53	2	3.8855516085062	0.463307776560789	0.623785356991821	CEP152;NINL
Loss of proteins required for interphase microtubule organization from the centrosome	53	5	4.20435222659981	0.387732749178532	0.623785356991821	CEP135;CEP152;CEP164;CEP41;NINL
Lysine catabolism	0	NA	NA	NA	NA	
Lysosome Vesicle Biogenesis	18	2	3.44615959526106	0.465962441314554	0.623785356991821	AP1M1;ARF1
Macroautophagy	50	5	5.30918652118801	0.0822942643391521	0.378971695166488	ATG4B;ATG9B;MAP1LC3B;PIK3R4;PRKAA1
MAP2K and MAPK activation	35	2	3.65068194513753	0.457364341085271	0.623785356991821	RAF1;RAP1B
MAP3K8 (TPL2)-dependent MAPK1/3 activation	0	NA	NA	NA	NA	
MAPK1/MAPK3 signaling	188	56	3.60246295713762	0.296028880866426	0.623785356991821	ACTN2;AKAP9;CAMK2B;CAMK2G;DLG4;DUSP16;DUSP5;DUSP6;EGF;EGFR;ERBB4;FGF4;FGFR4;FN1;FRS2;GRIN2D;HRAS;IL3;IL6;IQGAP1;IRS2;ITGB3;KIT;MAPK1;NCAM1;NF1;NRG1;NRG2;PDGFB;PDGFRB;PPP5C;PSMA1;PSMA4;PSMB11;PSMC3;PSMC6;PSMD14;PSMD2;PSMD4;PSMD5;PSMD9;PSME4;RAF1;RAP1B;RASA2;RASAL1;RASGEF1A;RASGRF1;RASGRP3;SHC2;SHC3;SPTB;SPTBN1;TEK;UBA52;VWF
MAPK3 (ERK1) activation	0	NA	NA	NA	NA	
MAPK6/MAPK4 signaling	65	6	5.41195587372651	0.0735660847880299	0.378971695166488	IGF2BP1;MAPK4;MAPK6;PAK2;PSMD5;PSME4
MAPK family signaling cascades	217	89	3.44046875032795	0.320096269554753	0.623785356991821	AGO2;AGO4;AKAP9;ANGPT1;CAMK2A;CAMK2D;CAMK2G;CNKSR1;CSF2RB;CUL3;DAB2IP;DNAJB1;DUSP16;DUSP4;DUSP7;EGF;ERBB4;FGB;FGF10;FGF23;FGF6;FGFR2;FGFR4;FN1;FRS2;GRB2;GRIN2A;GRIN2B;GRIN2D;HRAS;IGF2BP1;IL3;IL6;IL6R;IL6ST;IRS2;ITGB3;MAP2K2;MAP3K11;MAPK1;MAPK4;MAPK6;MAPKAPK5;MARK3;MYC;NCAM1;NCOA3;NF1;NRG1;NRG3;PAK1;PAK2;PDGFRA;PDGFRB;PPP2CA;PPP2R1B;PSMA1;PSMA6;PSMB11;PSMB4;PSMC6;PSMD13;PSMD5;PSMD9;PSME1;PSME2;PSME4;RAC1;RAP1B;RASA1;RASA3;RASAL1;RASAL2;RASGEF1A;RASGRF1;RASGRF2;RASGRP1;RASGRP3;RASGRP4;SHC1;SOS1;SPTA1;SPTBN1;SPTBN2;SPTBN5;TNRC6B;TNRC6C;UBA52;XPO1
MAP kinase activation in TLR cascade	40	6	2.39620367528123	0.557160048134777	0.64335992084657	ATF2;MAPK11;MAPK3;MAPK8;MAPKAPK2;PPP2CA
MAPK targets/ Nuclear events mediated by MAP kinases	21	5	2.36916690355879	0.564380264741276	0.64508098322596	ATF2;MAPK1;MAPK11;MAPK8;PPP2CA
MASTL Facilitates Mitotic Progression	0	NA	NA	NA	NA	
Meiosis	74	6	4.54316075338832	0.233568075117371	0.590851834288554	ACD;HIST1H3I;HIST1H4K;RAD21;SYCP1;SYNE2
Meiotic recombination	48	4	3.03114688764531	0.563380281690141	0.64508098322596	BRCA2;HIST1H3I;HIST1H4J;PSMC3IP
Meiotic synapsis	51	2	4.61915264489869	0.252491694352159	0.622938165211462	ACD;SYNE2
Membrane binding and targetting of GAG proteins	0	NA	NA	NA	NA	
Membrane Trafficking	182	3	4.51220110777164	0.151624548736462	0.457247567934286	AKT2;RALGAPB;TBC1D4
Metabolism	0	NA	NA	NA	NA	
Metabolism of Angiotensinogen to Angiotensins	13	5	1.03564477611719	0.908543922984356	0.749362450230115	ACE;AGT;ANPEP;CPB1;CPB2
Metabolism of folate and pterines	0	NA	NA	NA	NA	
Metabolism of lipids and lipoproteins	472	186	2.52328700617564	0.529482551143201	0.632375390851537	A2M;AACS;ABCB11;ABCB4;ABCC1;ABCG8;ABHD5;ACACB;ACADS;ACADVL;ACAT1;ACLY;ACOT11;ACOT2;ACOT6;ACOX2;ACOX3;ACSL1;ACSL5;AGPAT2;AGPAT3;AGPS;AKR1B1;AKR1B15;AKR1C4;ALAS1;ALDH3A2;ALOX15;ALOX5;AMACR;ANGPTL4;ANKRD1;APOA1;APOB;APOE;ARF1;BAAT;CBR1;CDK8;CEPT1;CERS1;CETP;CHAT;CHKB;CRAT;CUBN;CYP11B1;CYP19A1;CYP1A1;CYP1B1;CYP2J2;CYP4A22;CYP4B1;CYP7A1;DGAT2;DPEP2;ECHS1;ETNK2;FABP6;FAR2;FDX1;FDX1L;GC;GGT5;GNPAT;GPAM;GPCPD1;GPX4;HACL1;HADH;HADHA;HDAC3;HELZ2;HMGCL;HMGCS1;HSD17B1;HSD17B12;IDH1;INPP4A;INPP4B;INPP5D;INPP5E;INPP5J;JMJD7-PLA2G4B;KDSR;KPNB1;LCLAT1;LDLR;LDLRAP1;LGMN;LIPE;LPCAT2;LPCAT3;LPCAT4;LPIN2;LPL;LRP2;LSS;MAPKAPK2;MBOAT1;MBOAT7;MBTPS1;MCEE;MED13;MED13L;MED15;MED16;MED21;MED22;MED24;MED30;MED31;MED6;MGLL;MMAA;MTMR14;MTMR6;MVK;NCOA1;NCOA2;NCOA6;NCOR2;NFYC;NPAS2;OXCT1;P4HB;PCYT1A;PEMT;PI4KB;PIK3C2G;PIK3C3;PIK3CA;PIK3CD;PIK3R1;PIK3R6;PIP4K2B;PIP5K1B;PIP5K1C;PLA2G16;PLA2G1B;PLA2G2A;PLA2G2F;PLA2G4A;PLA2G4C;PLA2G4D;PLA2G4F;PLA2G6;PLBD1;PLD1;PLD2;PLD3;PLIN1;PNPLA2;POMC;PPAP2B;PPAP2C;PPARGC1B;PPP1CC;PRKACG;PRKAG2;PTDSS2;PTGES;PTGS1;PTGS2;RXRA;SCARB1;SCP2;SDC1;SEC24A;SIN3A;SLC10A2;SLC25A1;SLC27A2;SLC44A5;SP1;SPHK1;SPTLC1;SPTLC2;SQLE;SREBF2;TBXAS1;THEM4;THEM5;TRIB3;UGT1A9;VAC14
Metabolism of nitric oxide	0	NA	NA	NA	NA	
Metabolism of polyamines	62	2	5.91285920845296	0.0411471321695761	0.378971695166488	PSMD5;PSME4
Metabolism of proteins	0	NA	NA	NA	NA	
Metabolism of steroid hormones and vitamin D	22	3	5.55989876986491	0.0481347773766546	0.378971695166488	AKR1B15;CYP11B1;CYP11B2
Metabolism of vitamins and cofactors	31	3	2.38284224837265	0.55956678700361	0.645036387074533	ACACA;ACACB;SLC5A6
Metabolism of water-soluble vitamins and cofactors	31	2	2.76288593258179	0.468110709987966	0.623785356991821	ACACB;HLCS
Metal ion SLC transporters	20	2	5.5019584046225	0.0685785536159601	0.378971695166488	SLC30A6;SLC39A2
Methylation	0	NA	NA	NA	NA	
M/G1 Transition	63	2	5.91285920845296	0.0727699530516432	0.378971695166488	PSMD5;PSME4
MHC class II antigen presentation	73	3	4.1577533587758	0.208182912154031	0.553781301210809	CTSH;HLA-DRB5;LGMN
MicroRNA (miRNA) biogenesis	0	NA	NA	NA	NA	
Miscellaneous transport and binding events	0	NA	NA	NA	NA	
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	12	2	0.821137891473379	0.943661971830986	0.753487396156887	RPA1;RPA3
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	12	2	0.821137891473379	0.943661971830986	0.753487396156887	RPA1;RPA3
Misspliced GSK3beta mutants stabilize beta-catenin	11	2	2.52310276916692	0.746987951807229	0.717318816047996	CTNNB1;PPP2CA
Mitochondrial biogenesis	0	NA	NA	NA	NA	
Mitochondrial Fatty Acid Beta-Oxidation	10	2	3.14575683741582	0.381468110709988	0.623785356991821	ACADS;ECHS1
Mitochondrial protein import	39	2	3.57044216230793	0.35785536159601	0.623785356991821	ATP5A1;TOMM40
Mitochondrial translation	57	2	6.19027758460152	0.0810514786418401	0.378971695166488	MRPL21;PTCD3
Mitochondrial translation elongation	53	2	6.19027758460152	0.0810514786418401	0.378971695166488	MRPL21;PTCD3
Mitochondrial translation initiation	52	2	6.19027758460152	0.0810514786418401	0.378971695166488	MRPL21;PTCD3
Mitochondrial translation termination	52	2	6.19027758460152	0.0810514786418401	0.378971695166488	MRPL21;PTCD3
Mitochondrial tRNA aminoacylation	16	2	1.72592252345471	0.759326113116727	0.719786172501165	LARS2;PPA2
Mitophagy	14	2	2.24633084377726	0.665835411471322	0.701679454548276	MAP1LC3B;MFN2
Mitotic Anaphase	130	45	3.42646862483025	0.475352112676056	0.623785356991821	ANAPC5;APITD1-CORT;B9D2;CDC16;CDC20;CDC27;CENPA;CENPE;CENPM;CENPP;CKAP5;CLASP2;ESPL1;KIF2B;KNTC1;MAD1L1;MAPRE1;NDC80;NDE1;NSL1;NUP107;NUP37;PDS5B;PPP2CA;PPP2R2A;PPP2R5E;PSMA1;PSMA7;PSMA8;PSMB10;PSMB11;PSMC3;PSMC6;PSMD13;PSMD14;PSMD3;PSMD5;PSMD8;PSMD9;PSME4;PSMF1;RAD21;RANGAP1;SGOL1;ZW10
Mitotic G1-G1/S phases	101	23	2.071416888089	0.701995012468828	0.717318816047996	CDK1;CDK2;CDK7;DYRK1A;E2F1;E2F2;LIN9;MCM10;ORC1;POLA2;PPP2CA;PPP2R2A;PSMB4;PSMC6;PSMD13;PSMD3;PSMD5;PSMD6;PSMD8;PSMF1;RB1;RPA1;WEE1
Mitotic G2-G2/M phases	96	34	2.21225049803955	0.726525821596244	0.717318816047996	AKAP9;AURKA;CCP110;CDK11B;CDK2;CENPJ;CEP131;CEP135;CEP152;CEP41;CEP57;CEP70;CEP78;CKAP5;CLASP1;CNTRL;DYNC1H1;E2F1;EP300;FOXM1;LIN52;LIN54;LIN9;NDE1;ODF2;PCM1;PCNT;PLK1;PLK4;PPP2CA;PPP2R2A;PRKAR2B;SFI1;TUBGCP2
Mitotic Metaphase and Anaphase	130	40	3.30047584918887	0.505868544600939	0.625856740362066	AHCTF1;ANAPC2;ANAPC5;ANKLE2;APITD1-CORT;BANF1;BUB1B;CDC20;CDC27;CENPA;CENPE;CENPM;CENPU;CKAP5;CLASP2;KIF2B;KIF2C;NDE1;NSL1;NUP107;NUP37;PDS5A;PDS5B;PPP2CA;PPP2R1B;PPP2R2A;PSMA1;PSMB10;PSMB3;PSMB4;PSMC6;PSMD11;PSMD5;PSMD9;PSME4;RANGAP1;SEC13;SKA1;TAOK1;UBE2D1
Mitotic Prometaphase	85	4	5.14811409036671	0.216867469879518	0.565619729567313	NUP107;PDS5B;PPP2CA;RANGAP1
Mitotic Prophase	93	7	5.60075079457973	0.057356608478803	0.378971695166488	CCNB1;HIST1H3I;NUP107;NUP188;NUP205;NUPL2;TPR
Mitotic Spindle Checkpoint	14	2	1.84193725852376	0.869660460021906	0.746171194613845	ANAPC5;BUB1B
MMR	13	2	0.821137891473379	0.943661971830986	0.753487396156887	RPA1;RPA3
Molecules associated with elastic fibres	23	3	2.7361481112219	0.566084788029925	0.645936281461661	ITGA8;ITGB5;TGFB1
