db	pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez
reactome	Beta-catenin phosphorylation cascade	11	2	2.523102769	0.746987952	0.717318816	CTNNB1;PPP2CA
reactome	Misspliced GSK3beta mutants stabilize beta-catenin	11	2	2.523102769	0.746987952	0.717318816	CTNNB1;PPP2CA
reactome	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	11	2	2.523102769	0.746987952	0.717318816	CTNNB1;PPP2CA
reactome	S33 mutants of beta-catenin aren't phosphorylated	11	2	2.523102769	0.746987952	0.717318816	CTNNB1;PPP2CA
reactome	S37 mutants of beta-catenin aren't phosphorylated	11	2	2.523102769	0.746987952	0.717318816	CTNNB1;PPP2CA
reactome	S45 mutants of beta-catenin aren't phosphorylated	11	2	2.523102769	0.746987952	0.717318816	CTNNB1;PPP2CA
reactome	T41 mutants of beta-catenin aren't phosphorylated	11	2	2.523102769	0.746987952	0.717318816	CTNNB1;PPP2CA
reactome	Activated TLR4 signalling	80	18	1.772306817	0.747292419	0.717318816	ATF2;BIRC3;CASP8;CD14;CHUK;IRAK4;MAP2K1;MAP2K3;MAP3K8;MAPK1;MAPK11;MAPK8;MAPKAPK2;NOD2;PPP2CA;PPP2R1B;TAB1;TLR3
reactome	Signaling by FGFR in disease	37	3	1.879441009	0.748129676	0.717318816	FGF10;PLCG1;TRIM24
reactome	HDR through Single Strand Annealing (SSA)	35	2	2.508510737	0.749178532	0.717318816	RAD52;RAD9B
reactome	Hemostasis	287	3	1.765432844	0.749699158	0.717318816	NOS3;PDE2A;PDE3B
kegg	Glyoxylate and dicarboxylate metabolism	14	2	1.728833434	0.75198188	0.158634984	AGXT;AMT
reactome	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	30	2	1.746528437	0.753309266	0.719753519	ADCY8;GNAS
reactome	Signaling by NOTCH3	10	2	1.828861389	0.758104738	0.719786173	ADAM10;NOTCH3
reactome	mTORC1-mediated signalling	15	2	2.068419765	0.758215962	0.719786173	EIF4E;MTOR
reactome	Mitochondrial tRNA aminoacylation	16	2	1.725922523	0.759326113	0.719786173	LARS2;PPA2
reactome	Extension of Telomeres	16	2	1.702036915	0.760529483	0.719786173	FEN1;POLD1
kegg	Tuberculosis	116	22	1.679771744	0.761041903	0.159084016	BAX;BID;CASP10;CASP8;FADD;HSPA9;IFNA4;IL6;IRAK2;IRAK4;LSP1;MAPK1;MAPK8;MYD88;NOS2;PLK3;RAF1;RELA;STAT1;TLR2;TRADD;TRAF6
reactome	HS-GAG degradation	12	2	1.681274901	0.761732852	0.719786173	HPSE;SDC3
reactome	Regulation of FZD by ubiquitination	14	2	2.034761093	0.761737089	0.719786173	LGR6;UBA52
reactome	G2/M Checkpoints	77	2	1.817601416	0.763092269	0.719786173	ATR;MCM10
reactome	Regulation of TNFR1 signaling	19	4	1.810430746	0.763092269	0.719786173	CASP8;CHUK;CYLD;TRAF2
kegg	Amphetamine addiction	50	6	1.663073402	0.763306908	0.159084016	ATF6B;CAMK2A;CAMK4;PPP1CC;PRKCB;SLC6A3
reactome	Insulin receptor recycling	21	2	2.455071691	0.763417306	0.719786173	ATP6V0A2;ATP6V1G1
nci	FGF signaling pathway	36	2	1.893856186	0.765909091	0.488552146	SDC2;STAT1
reactome	E2F mediated regulation of DNA replication	24	2	1.664415221	0.767749699	0.719786173	PPP2CA;PPP2R1B
reactome	FCERI mediated Ca+2 mobilization	16	2	1.779696033	0.7680798	0.719786173	LCP2;VAV2
reactome	Negative regulation of FGFR2 signaling	22	4	1.781082758	0.7680798	0.719786173	FGF10;FGF6;GRB2;PPP2CA
reactome	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	16	2	1.769138903	0.769326683	0.719786173	EGF;PLCG1
reactome	Signaling by EGFR in Cancer	16	2	1.769138903	0.769326683	0.719786173	EGF;PLCG1
reactome	Signaling by Ligand-Responsive EGFR Variants in Cancer	16	2	1.769138903	0.769326683	0.719786173	EGF;PLCG1
kegg	Amoebiasis	21	3	1.607799755	0.771234428	0.159773731	GNA11;PLCB2;PRKCB
reactome	Transcription	160	63	1.6333065	0.773766546	0.722238708	BDP1;BRF1;CCNH;CCNT2;CDK7;CHD4;CPSF2;CPSF3;ERCC3;GATAD2B;GTF2H1;GTF2H3;GTF3C1;GTF3C2;GTF3C5;HIST1H2AJ;HIST1H2BB;HIST1H2BI;HIST1H2BJ;HIST1H2BM;HIST1H3B;HIST1H3C;HIST1H3G;HIST1H3I;HIST1H4J;HIST2H2AC;KAT2A;MAPK3;MBD3;MTA1;MTA2;NCBP1;NCBP2;NFIA;NFIC;POLR1A;POLR1D;POLR2A;POLR2B;POLR2C;POLR2H;POLR2K;POLR2L;POLR3A;POLR3F;RNMT;SLBP;SNRPD3;SNRPF;SRSF1;SRSF11;SRSF7;SRSF9;SSRP1;SUPT16H;TAF10;TAF1B;TAF1C;TAF3;TAF5;TAF6;TCEB3;UBTF
reactome	Homologous DNA Pairing and Strand Exchange	40	2	2.142611068	0.774086379	0.722238708	BRCA2;RAD51AP1
nci	Regulation of retinoblastoma protein	32	3	1.861723952	0.775	0.489541095	PPP2CA;RAF1;RB1
reactome	DNA strand elongation	25	2	1.725404944	0.778054863	0.724266648	FEN1;PRIM1
reactome	pre-mRNA splicing	83	17	2.392742771	0.778751369	0.724266648	CCAR1;CPSF1;CPSF7;DNAJC8;HNRNPH1;HSPA8;POLR2A;POLR2C;POLR2K;POLR2L;RBM5;SF3A2;SF3B1;SNRPA1;SRSF1;SRSF11;YBX1
nci	Thromboxane A2 receptor signaling	26	2	1.849077964	0.779545455	0.489541095	EGF;FGR
reactome	G beta:gamma signalling through PI3Kgamma	34	2	1.705258686	0.780548628	0.724266648	AKT1;IL3
reactome	G-protein beta:gamma signalling	37	2	1.705258686	0.780548628	0.724266648	AKT1;IL3
reactome	Telomere C-strand (Lagging Strand) Synthesis	16	2	1.702036915	0.783042394	0.724589967	FEN1;POLD1
reactome	Activation of NMDA receptor upon glutamate binding and postsynaptic events	31	7	1.700863518	0.783042394	0.724589967	ACTN2;CALM3;CAMK4;CREB1;MAPK1;RAF1;RPS6KA1
reactome	CREB phosphorylation through the activation of Ras	20	2	1.915134682	0.785211268	0.725602963	ACTN2;CALM3
nci	Nephrin/Neph1 signaling in the kidney podocyte	16	3	1.436437306	0.788484136	0.491345553	AKT1;NPHS1;PIK3CA
reactome	Negative regulation of FGFR1 signaling	23	3	1.670279515	0.789276808	0.727492871	FGF10;GRB2;PPP2CA
reactome	XBP1(S) activates chaperone genes	46	5	1.58645069	0.789410349	0.727492871	ARFGAP1;FKBP14;PDIA5;XBP1;ZBTB17
reactome	Activation of the pre-replicative complex	25	2	2.355222359	0.791894852	0.728788248	MCM10;POLE
reactome	Dimerization of procaspase-8	11	2	1.840456842	0.798122066	0.729747058	CASP8;FAS
reactome	Ligand-dependent caspase activation	15	2	1.840456842	0.798122066	0.729747058	CASP8;FAS
reactome	Regulated Necrosis	13	2	1.840456842	0.798122066	0.729747058	CASP8;FAS
reactome	RIPK1-mediated regulated necrosis	13	2	1.840456842	0.798122066	0.729747058	CASP8;FAS
reactome	Toll-Like Receptors Cascades	102	29	1.551868646	0.799037304	0.729747058	ATF2;CASP8;CD14;CHUK;CTSB;CTSL;CTSS;LGMN;LY86;MAP2K6;MAP2K7;MAP3K1;MAPK1;MAPK11;MAPK8;MAPKAPK2;MAPKAPK3;MYD88;NFKB2;NFKBIA;PELI1;PIK3R4;PLCG2;PPP2CA;S100B;TBK1;TIRAP;TLR9;TRAF6
reactome	Signaling by FGFR1 in disease	32	3	1.637099418	0.800498753	0.729747058	FGF6;PLCG1;TRIM24
reactome	Homology Directed Repair	102	37	1.628935577	0.800498753	0.729747058	BARD1;BLM;BRE;CCNA2;DNA2;EME1;ERCC4;EXO1;FEN1;GEN1;HERC2;HIST1H2BA;HIST1H2BM;HIST1H4B;HIST1H4J;HIST1H4K;MUS81;NBN;PARP2;POLD1;POLE;POLK;POLQ;PPP4R2;RAD17;RAD50;RAD51B;RAD52;RAD9B;RFC2;RMI2;RPA3;RTEL1;TIMELESS;UIMC1;WHSC1;WRN
kegg	Phototransduction	22	2	1.440799654	0.805209513	0.164743207	CALM3;CNGB1
kegg	Measles	55	7	1.440735133	0.805209513	0.164743207	AKT1;AKT2;IL2RB;JAK1;PIK3R5;STAT1;STAT5B
nci	Wnt signaling network	18	3	1.406123506	0.806659506	0.495850116	FZD8;RYK;WNT3A
nci	LKB1 signaling events	21	3	1.710192951	0.807954545	0.495850116	BRSK2;SIK3;STK11
reactome	CRMPs in Sema3A signaling	14	2	1.949266942	0.810631229	0.736994791	CRMP1;NRP1
reactome	WNT5A-dependent internalization of FZD4	14	2	1.94827385	0.810631229	0.736994791	AP2A1;CLTC
kegg	Vasopressin-regulated water reabsorption	16	3	1.668171345	0.81314433	0.164743207	ADCY3;ADCY9;GNAS
kegg	Renin secretion	37	3	1.370685556	0.814269536	0.164743207	ADCY5;ADCYAP1R1;GNAS
reactome	Constitutive Signaling by NOTCH1 HD Domain Mutants	10	2	1.930835981	0.815060908	0.738787849	JAG1;MIB1
reactome	Signaling by NOTCH1 HD Domain Mutants in Cancer	10	2	1.930835981	0.815060908	0.738787849	JAG1;MIB1
reactome	IRE1alpha activates chaperones	47	7	1.497948659	0.815884477	0.738787849	ERN1;FKBP14;JMJD7-PLA2G4B;PDIA5;SEC31A;XBP1;ZBTB17
reactome	TNFR1-induced proapoptotic signaling	11	2	1.502021323	0.819201995	0.738888494	CASP8;TRAF2
reactome	Deposition of new CENPA-containing nucleosomes at the centromere	45	5	2.184875692	0.819277108	0.738888494	CENPM;CENPP;HIST1H2AJ;HIST1H4J;HIST1H4K
reactome	mRNA Splicing	87	16	2.166476973	0.819277108	0.738888494	CCAR1;CPSF1;CPSF2;HNRNPH1;NCBP2;PHF5A;POLR2A;POLR2C;POLR2K;POLR2L;RBM5;SF3A2;SF3B3;U2AF2;YBX1;ZMAT5
reactome	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	25	2	2.142611068	0.822562979	0.739574261	BRCA2;RAD51AP1
reactome	Ligand-gated ion channel transport	10	3	1.481148185	0.824189526	0.739574261	GABRA5;GABRA6;GABRG3
reactome	Lagging Strand Synthesis	16	2	1.725404944	0.825117371	0.739574261	FEN1;PRIM1
reactome	CASP8 activity is inhibited	11	2	1.840456842	0.828349945	0.739574261	CASP8;FAS
reactome	Regulation by c-FLIP	11	2	1.840456842	0.828349945	0.739574261	CASP8;FAS
reactome	Regulation of necroptotic cell death	11	2	1.840456842	0.828349945	0.739574261	CASP8;FAS
reactome	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell	115	3	1.433590349	0.82912154	0.739574261	GABRA5;GABRA6;GABRG2
nci	HIF-2-alpha transcription factor network	21	4	1.572047121	0.829545455	0.505199067	ABCG2;EPAS1;FLT1;KDR
reactome	DCC mediated attractive signaling	11	2	2.088866686	0.830230011	0.739574261	ABLIM1;TRIO
reactome	Presynaptic phase of homologous DNA pairing and strand exchange	37	3	2.080597832	0.830230011	0.739574261	BRCA2;MRE11A;RAD9B
reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	10	2	1.700897736	0.830985915	0.739574261	MAP2K7;MAPK8
reactome	Tryptophan catabolism	10	2	1.404488482	0.832731649	0.739922916	AFMID;CCBL2
reactome	Norepinephrine Neurotransmitter Release Cycle	13	3	1.817136132	0.833887043	0.739922916	PPFIA1;PPFIA3;UNC13B
kegg	Steroid biosynthesis	12	2	1.535656515	0.835051546	0.167965574	FAXDC2;TM7SF2
nci	Alpha4 beta1 integrin signaling events	25	2	1.295426027	0.83566058	0.505199067	FN1;MYH2
reactome	ADP signalling through P2Y purinoceptor 1	17	2	1.627740533	0.83685446	0.739922916	GNA11;GNG2
reactome	Thrombin signalling through proteinase activated receptors (PARs)	26	2	1.627740533	0.83685446	0.739922916	GNA11;GNG2
reactome	G2/M DNA damage checkpoint	35	3	1.627306612	0.83685446	0.739922916	HIST1H2BM;HIST1H4J;HIST1H4K
reactome	Activated point mutants of FGFR2	11	3	1.370200019	0.842358604	0.742844903	FGF10;FGF6;FGFR2
reactome	FGFR2 mutant receptor activation	11	3	1.370200019	0.842358604	0.742844903	FGF10;FGF6;FGFR2
reactome	Signaling by BMP	19	2	1.318069776	0.850374065	0.746171195	ACVR2A;SMAD1
reactome	KSRP (KHSRP) binds and destabilizes mRNA	14	3	1.567578082	0.850938967	0.746171195	AKT1;KHSRP;MAPK11
reactome	"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	11	2	1.94827385	0.851040526	0.746171195	AP2A1;CLTC
reactome	Ras activation uopn Ca2+ infux through NMDA receptor	18	2	1.915134682	0.853231106	0.746171195	ACTN2;CALM3
reactome	IKK complex recruitment mediated by RIP1	16	2	1.534396275	0.854460094	0.746171195	CHUK;TICAM1
reactome	Nucleosome assembly	45	2	1.902674554	0.856516977	0.746171195	CENPM;HIST1H4J
reactome	Processive synthesis on the lagging strand	11	2	1.725404944	0.857142857	0.746171195	FEN1;PRIM1
reactome	SHC-mediated cascade:FGFR2	18	4	1.501159675	0.857981221	0.746171195	FGF10;FGF23;FGF6;SOS1
reactome	Processive synthesis on the C-strand of the telomere	11	2	1.702036915	0.863787375	0.746171195	FEN1;POLD1
reactome	"Adrenaline,noradrenaline inhibits insulin secretion"	23	3	1.484557213	0.865023474	0.746171195	ADCY5;GNAI2;GNG2
reactome	Spry regulation of FGF signaling	10	2	1.255910739	0.865336658	0.746171195	PPP2CA;PPP2R1A
reactome	Cleavage of Growing Transcript in the Termination Region	30	2	1.630880037	0.866002215	0.746171195	CPSF1;SRSF11
reactome	Post-Elongation Processing of the Transcript	30	2	1.630880037	0.866002215	0.746171195	CPSF1;SRSF11
reactome	RNA Polymerase II Transcription Termination	30	2	1.630880037	0.866002215	0.746171195	CPSF1;SRSF11
reactome	Acetylcholine Neurotransmitter Release Cycle	13	2	1.628298319	0.866002215	0.746171195	PPFIA3;UNC13B
reactome	Glutamate Neurotransmitter Release Cycle	13	2	1.628298319	0.866002215	0.746171195	PPFIA3;UNC13B
reactome	Thromboxane signalling through TP receptor	17	2	1.627740533	0.866002215	0.746171195	GNA11;GNG2
reactome	Recycling pathway of L1	19	2	1.247049855	0.866583541	0.746171195	AP2A1;MAPK1
kegg	Carbohydrate digestion and absorption	11	2	1.376074359	0.868556701	0.173695078	AKT1;SLC2A5
reactome	APC-Cdc20 mediated degradation of Nek2A	15	2	1.841937259	0.86966046	0.746171195	ANAPC5;BUB1B
reactome	Mitotic Spindle Checkpoint	14	2	1.841937259	0.86966046	0.746171195	ANAPC5;BUB1B
reactome	G alpha (q) signalling events	127	49	1.26455074	0.870036101	0.746171195	ADRA1B;AVPR1A;BDKRB1;CASR;CCK;DAGLA;DAGLB;DGKA;DGKB;DGKE;DGKG;DGKH;F2R;GHRL;GNA11;GNA15;GNAQ;GNG2;GNG4;GNG7;GNRH1;GPR65;GRK5;GRM5;HCRTR1;KALRN;KNG1;LPAR1;LPAR6;LTB4R;MCHR1;NMS;NMUR2;NPFFR1;OPN4;P2RY11;P2RY2;PIK3CA;PIK3R2;PIK3R3;PLCB1;PLCB2;RGS19;RGS2;TAC3;TACR2;TBXA2R;TRIO;UTS2B
reactome	"Unblocking of NMDA receptor, glutamate binding and activation"	16	2	1.604095828	0.870431894	0.746171195	ACTN2;GRIA1
reactome	Negative regulation of FGFR3 signaling	19	2	1.239567165	0.87244284	0.746176001	GRB2;PPP2CA
reactome	CREB phosphorylation through the activation of CaMKII	16	2	1.587177564	0.872646733	0.746176001	ACTN2;CAMK2B
reactome	Constitutive Signaling by EGFRvIII	14	2	1.439014543	0.875586854	0.746799386	EGF;EGFR
reactome	Signaling by EGFRvIII in Cancer	14	2	1.439014543	0.875586854	0.746799386	EGF;EGFR
reactome	Ca2+ pathway	43	2	1.176141409	0.881546135	0.74936245	CALM3;NFATC1
reactome	Synthesis of PC	11	2	1.207074058	0.882069795	0.74936245	CHPT1;PCYT1A
nci	Visual signal transduction: Rods	14	2	0.981926379	0.883666275	0.526560537	CNGB1;GNAT1
reactome	Signaling by FGFR2 in disease	21	2	1.380771978	0.883802817	0.74936245	FGF10;PLCG1
kegg	Taste transduction	32	2	0.87123815	0.884484711	0.175863828	GNAT3;TAS2R31
reactome	GABA A receptor activation	10	3	1.481148185	0.88482835	0.74936245	GABRA5;GABRA6;GABRG3
reactome	Removal of the Flap Intermediate	11	2	1.725404944	0.886089814	0.74936245	FEN1;PRIM1
reactome	FGFR1 ligand binding and activation	12	2	1.688221897	0.889375685	0.74936245	FGF10;FGF6
reactome	FGFR2 ligand binding and activation	14	2	1.688221897	0.889375685	0.74936245	FGF10;FGF6
reactome	p75NTR signals via NF-kB	11	2	1.336928391	0.889671362	0.74936245	NGFR;SQSTM1
kegg	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	18	2	1.177054474	0.890463918	0.176040956	GPLD1;PIGL
reactome	SHC-mediated cascade:FGFR1	18	2	1.306064305	0.89084507	0.74936245	FGF10;SOS1
reactome	Recognition of DNA damage by PCNA-containing replication complex	20	4	1.412640169	0.892580288	0.74936245	DTL;POLE;RPA1;USP1
nci	ATM pathway	26	2	0.880496417	0.892588614	0.526560537	DCLRE1C;MRE11A
nci	IL5-mediated signaling events	10	2	0.657674154	0.893518519	0.526560537	JAK2;STAT5B
reactome	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	96	35	1.066364439	0.895261845	0.74936245	ATM;ATR;BARD1;BRCA2;ERCC1;EXO1;FAM175A;HIST1H2BA;HIST1H2BK;HIST1H2BM;HIST1H4B;HIST1H4J;HIST1H4K;MRE11A;MUS81;POLD2;POLE;POLE2;PPP4R2;RAD1;RAD17;RAD50;RAD51AP1;RAD51C;RAD52;RAD9B;RFC2;RNF4;RPA1;RPA2;RPA3;SLX4;TIMELESS;TP53BP1;UBE2I
reactome	mRNA 3'-end processing	23	2	1.630880037	0.897042716	0.74936245	CPSF1;SRSF11
reactome	Post-Elongation Processing of Intron-Containing pre-mRNA	23	2	1.630880037	0.897042716	0.74936245	CPSF1;SRSF11
reactome	Activation of Kainate Receptors upon glutamate binding	24	4	1.032937454	0.897755611	0.74936245	GNG2;GRIK3;GRIK4;GRIK5
reactome	PD-1 signaling	11	2	1.371476908	0.898117386	0.74936245	HLA-DRB5;PTPN6
reactome	Role of phospholipids in phagocytosis	18	2	1.012495788	0.899002494	0.74936245	PLCG1;PRKCD
reactome	Intrinsic Pathway of Fibrin Clot Formation	19	2	0.990023841	0.900249377	0.74936245	SERPINA5;VWF
reactome	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	15	3	1.337422619	0.900332226	0.74936245	AKT1;MAPKAPK2;ZFP36L1
reactome	Activation of BAD and translocation to mitochondria	11	3	1.080116834	0.902527076	0.74936245	AKT1;AKT2;BAD
reactome	Activation of BH3-only proteins	11	3	1.080116834	0.902527076	0.74936245	AKT1;AKT2;BAD
reactome	G-protein activation	21	3	1.287455778	0.905869324	0.74936245	GNAI2;GNAO1;GNG2
reactome	FGFR1 mutant receptor activation	25	4	1.060594898	0.906137184	0.74936245	BCR;PIK3CA;STAT5B;TRIM24
reactome	Synthesis of very long-chain fatty acyl-CoAs	12	2	0.954106579	0.906483791	0.74936245	ACSL6;ELOVL2
reactome	Pyruvate metabolism	15	2	0.949150481	0.906483791	0.74936245	LDHA;SLC16A1
reactome	Signaling by FGFR1 fusion mutants	16	2	0.948688273	0.906483791	0.74936245	PIK3CA;TRIM24
reactome	Presynaptic nicotinic acetylcholine receptors	11	2	0.945048192	0.907730673	0.74936245	CHRNA3;CHRNA5
reactome	Metabolism of Angiotensinogen to Angiotensins	13	5	1.035644776	0.908543923	0.74936245	ACE;AGT;ANPEP;CPB1;CPB2
nci	EPHA forward signaling	20	2	0.782572035	0.908700322	0.526560537	FGR;NGEF
nci	IL2 signaling events mediated by STAT5	21	2	0.805225047	0.913043478	0.526560537	MYC;STAT5B
kegg	Phosphatidylinositol signaling system	74	15	1.573755292	0.91323693	0.179517271	DGKA;DGKB;DGKG;DGKI;DGKZ;INPP4B;INPP5B;INPP5D;MTMR2;MTMR6;PI4KA;PIK3C2B;PIP5K1A;PLCB4;PTEN
nci	Lissencephaly gene (LIS1) in neuronal migration and development	20	2	0.756130394	0.916219119	0.526560537	PAFAH1B2;RELN
reactome	Inwardly rectifying K+ channels	17	2	1.044542266	0.916666667	0.752326155	GNG2;KCNJ5
nci	BMP receptor signaling	21	2	0.733781661	0.917293233	0.526560537	SMAD1;SMURF1
reactome	ADP signalling through P2Y purinoceptor 12	17	2	1.183047106	0.918050941	0.752326155	GNAI2;GNG2
reactome	Insulin processing	12	2	0.958214061	0.921780987	0.752326155	INS;KIF5A
reactome	G beta:gamma signalling through PLC beta	15	2	0.989640981	0.92370892	0.752326155	GNG2;PLCB2
reactome	SHC-mediated cascade:FGFR4	17	2	0.981621351	0.924882629	0.752326155	FGF6;SOS1
reactome	Post-Elongation Processing of Intronless pre-mRNA	18	2	0.961408347	0.924882629	0.752326155	CPSF1;CPSF2
reactome	Processing of Capped Intronless Pre-mRNA	18	2	0.961408347	0.924882629	0.752326155	CPSF1;CPSF2
reactome	Acetylcholine Binding And Downstream Events	13	2	0.945048192	0.926056338	0.752326155	CHRNA3;CHRNA5
reactome	Activation of Nicotinic Acetylcholine Receptors	13	2	0.945048192	0.926056338	0.752326155	CHRNA3;CHRNA5
reactome	Synthesis of IP3 and IP4 in the cytosol	20	3	0.759304114	0.926433915	0.752326155	CALM3;ITPK1;PLCG1
reactome	APC/C:Cdc20 mediated degradation of Cyclin B	13	2	1.322226303	0.926615553	0.752326155	ANAPC4;ANAPC5
reactome	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	12	2	1.322226303	0.926615553	0.752326155	ANAPC4;ANAPC5
reactome	Phosphorylation of the APC/C	12	2	1.322226303	0.926615553	0.752326155	ANAPC4;ANAPC5
reactome	Depolymerisation of the Nuclear Lamina	13	2	0.73836986	0.928927681	0.752522646	CTDNEP1;LPIN3
nci	Circadian rhythm pathway	10	2	0.415772676	0.929398148	0.526560537	NPAS2;TIMELESS
nci	EPHA2 forward signaling	16	2	0.744970877	0.929494712	0.526560537	ARHGAP35;EPHA2
reactome	Glucagon-type ligand receptors	15	3	0.701600142	0.930174564	0.752522646	GCG;GLP2R;GNG2
reactome	"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"	13	2	0.913491672	0.930204573	0.752522646	CTNNB1;TCF7L2
reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	19	2	1.075150465	0.932447398	0.752522646	POLE;RPA3
reactome	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	20	2	0.896932609	0.932611312	0.752522646	MEN1;SMAD3
reactome	Activation of G protein gated Potassium channels	17	2	1.044542266	0.935769657	0.752522646	GNG2;KCNJ5
reactome	G protein gated Potassium channels	17	2	1.044542266	0.935769657	0.752522646	GNG2;KCNJ5
reactome	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	17	2	1.044542266	0.935769657	0.752522646	GNG2;KCNJ5
reactome	Signaling by FGFR3 in disease	18	3	0.854723514	0.940140845	0.753487396	FGF23;PLCG1;SOS1
reactome	Presynaptic function of Kainate receptors	16	2	0.989640981	0.943521595	0.753487396	GNG2;PLCB2
reactome	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	12	2	0.821137891	0.943661972	0.753487396	RPA1;RPA3
reactome	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	12	2	0.821137891	0.943661972	0.753487396	RPA1;RPA3
reactome	MMR	13	2	0.821137891	0.943661972	0.753487396	RPA1;RPA3
reactome	G0 and Early G1	20	2	0.796965808	0.943661972	0.753487396	DYRK1A;LIN54
reactome	SHC-mediated cascade:FGFR3	14	2	0.779607015	0.94600939	0.753901725	FGF23;SOS1
reactome	"Cell Cycle, Mitotic"	359	171	0.76351699	0.948255114	0.753901725	ACTR1A;AHCTF1;ANAPC2;ANKLE2;APITD1;AURKA;BANF1;CASC5;CCNB1;CCND2;CCNH;CDC20;CDC25B;CDC27;CDC6;CDC7;CDK2;CDK5RAP2;CDKN2A;CENPE;CENPJ;CENPM;CENPN;CENPP;CENPU;CEP164;CEP250;CEP41;CEP72;CEP76;CEP78;CKAP5;CKS1B;CLASP1;CLASP2;CLIP1;CNTRL;CUL1;DCTN3;DNA2;DYRK1A;E2F1;E2F2;EP300;ESCO1;FEN1;FOXM1;GINS1;GINS4;GMNN;GOLGA2;GORASP1;HAUS2;HIST1H2AB;HIST1H2AD;HIST1H2BA;HIST1H2BB;HIST1H2BC;HIST1H2BE;HIST1H2BF;HIST1H2BM;HIST1H3B;HIST1H3C;HIST1H3D;HIST1H3I;HIST1H4B;HIST1H4J;HIST1H4K;HSP90AA1;ITGB3BP;KIF18A;KIF23;KIF2B;KNTC1;LEMD3;LIN52;LIN9;LMNA;LPIN3;MAD2L1;MCM2;MCM5;MCM6;MCPH1;MNAT1;MYBL2;NCAPG;NCAPH2;NDC80;NEDD1;NEK7;NEK9;NINL;NSL1;NUP153;NUP205;NUP210;NUP214;NUP35;NUP37;NUP98;NUPL2;OPTN;ORC1;ORC4;ORC5;ORC6;PDS5B;PLK1;PMF1;POLA2;POLD1;POLE;PPP1CB;PPP1R12A;PPP2CA;PPP2R1A;PPP2R1B;PPP2R2A;PPP2R2D;PPP2R5C;PPP2R5E;PRKCB;PSMA1;PSMA3;PSMB10;PSMB11;PSMB3;PSMB4;PSMB6;PSMC1;PSMC3;PSMC5;PSMC6;PSMD13;PSMD2;PSMD3;PSMD5;PSMD6;PSME1;PSME2;PSME4;RAB1A;RAB1B;RB1;RBL1;RBL2;RFC3;RPA1;SDCCAG8;SFI1;SGOL2;SKA1;SMC2;SPC25;SPDL1;STAG1;TK2;TMPO;TOP2A;TUBA1A;TUBA4A;TUBGCP2;TUBGCP3;TUBGCP5;TUBGCP6;UBE2E1;USO1;XPO1;ZW10;ZWINT
kegg	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	10	3	0.446429544	0.949052133	0.185503558	CHPF;CHSY3;CSGALNACT2
reactome	Postsynaptic nicotinic acetylcholine receptors	13	3	0.41910615	0.951371571	0.753901725	CHRNA3;CHRNA5;CHRNA7
reactome	TGF-beta receptor signaling activates SMADs	24	4	0.458507994	0.951371571	0.753901725	PPP1CC;SMAD3;SMAD7;UBA52
reactome	Signaling by Hippo	16	2	0.737043805	0.951865223	0.753901725	MOB1B;SAV1
reactome	Phosphorylation of CD3 and TCR zeta chains	10	3	0.860640234	0.952380952	0.753901725	HLA-DRB5;PAG1;PTPRJ
reactome	Downregulation of TGF-beta receptor signaling	21	5	0.389448622	0.952618454	0.753901725	PPP1CC;SMAD3;SMURF1;TGFB1;UBA52
nci	Atypical NF-kappaB pathway	12	2	0.494725748	0.952996475	0.536125203	NFKBIA;SYK
reactome	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	10	2	0.375096577	0.953865337	0.753901725	CHRNA5;CHRNA7
reactome	Prostacyclin signalling through prostacyclin receptor	14	2	0.691169732	0.954225352	0.753901725	GNAS;GNG2
reactome	"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"	14	2	0.696679372	0.959025471	0.755254804	MAPKAPK2;TNPO1
nci	Regulation of cytoplasmic and nuclear SMAD2/3 signaling	16	3	0.253373048	0.960257787	0.536484597	CALM3;MAP3K1;SMAD2
reactome	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	10	3	0.63467856	0.961492178	0.755254804	ABHD5;PLIN1;PPP1CC
